googl,,,,aapl,,,,adbe,,,,Meta,,,,msft,,,,5000       SIMULATIONS      RETURNS        OF      THE       STOCKS,,,,
Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,GOOGL,AAPL,ADBE,META,MSFT
,,,,,,,,,,,,,,,,,,,,3.83346642687664%,0.0344279278595992%,0.369202247919276%,-1.10862619015504%,0.49007209081423%
,,,,,,,,,,,,,,,,,,,,1.27208153866924%,2.99959635569509%,-1.94270452209678%,-2.02883007523933%,-0.50195293793385%
,,,,,,,,,,,,,,,,,,,,-1.60354372301464%,0.629475367450101%,3.15416210885805%,1.48973523431909%,-1.13815550920528%
,,,,,,,,,,,,,,,,,,,,2.79535495517351%,1.57012092373821%,0.79193689891311%,-3.26849711260373%,-0.661339507678632%
,,,,,,,,,,,,,,,,,,,,-1.61990925372279%,0.189388524400476%,0.100925656970355%,-1.89590681413984%,-0.100771236502781%
,,,,,,,,,,,,,,,,,,,,0.0498438545643356%,0.37565986084286%,2.21374401799087%,0.727933323733619%,-0.071129369023894%
,,,,,,,,,,,,,,,,,,,,0.801613578674882%,0.590980023179445%,1.78013584886709%,1.76593078690665%,-0.693760402306702%
,,,,,,,,,,,,,,,,,,,,1.4569357785931%,-2.06164732574953%,-0.43415574813202%,-0.068483879610605%,0.0300950663476337%
,,,,,,,,,,,,,,,,,,,,-1.00866682561462%,-1.37268179492826%,0.157985963135618%,-1.511621429981%,-0.0212033468155049%
,,,,,,,,,,,,,,,,,,,,0.728616456423538%,4.14406283313559%,-0.61978822044907%,1.95600315178102%,1.33144181169748%
,,,,,,,,,,,,,,,,,,,,-0.954064881933366%,2.68860401822877%,2.53495273892724%,0.00443662430533673%,0.759774781478963%
,,,,,,,,,,,,,,,,,,,,0.00530154157410475%,4.91922600817199%,4.29711406006499%,-1.5937065954211%,-2.39337106545801%
,,,,,,,,,,,,,,,,,,,,1.3250587301442%,-1.02577118384922%,0.200267182517236%,-0.80311851913423%,-0.964791704024956%
,,,,,,,,,,,,,,,,,,,,0.226888880666056%,-1.10921663281342%,2.25508224583794%,2.36815787997269%,1.11946610114503%
,,,,,,,,,,,,,,,,,,,,-2.00067228329918%,1.14606012348899%,1.16673637466805%,-1.98924542770114%,1.64945901853836%
,,,,,,,,,,,,,,,,,,,,4.10456054718153%,0.774026793542218%,-1.46654839302353%,1.51231259625957%,0.37515093432557%
,,,,,,,,,,,,,,,,,,,,-2.37742539784348%,0.432205028131385%,2.34287673671221%,0.0485431501638202%,-0.609005824836179%
,,,,,,,,,,,,,,,,,,,,-2.95912700092724%,-1.54623227439318%,-2.6817504034241%,0.176482213401878%,-0.346318262207213%
,,,,,,,,,,,,,,,,,,,,0.55836274162239%,0.240169468132944%,1.80865357390934%,4.63078972832409%,-0.749759119854792%
,,,,,,,,,,,,,,,,,,,,0.51613422950802%,1.32624073448365%,1.03919987935446%,3.87685382154055%,-0.523113148113264%
,,,,,,,,,,,,,,,,,,,,1.02937550808192%,-0.174643719285453%,0.320973733797555%,0.782388009889086%,-3.53771155043604%
,,,,,,,,,,,,,,,,,,,,-0.0594684584713497%,1.58938872421945%,-5.36582760880678%,2.21029977975584%,1.99632773788421%
,,,,,,,,,,,,,,,,,,,,1.40136011266623%,1.14761721410648%,-0.209618386061112%,1.92262033714896%,-0.206798267412356%
,,,,,,,,,,,,,,,,,,,,2.74114645934279%,-0.458111918535127%,0.319743552840407%,-0.603801607931942%,0.954221772490246%
,,,,,,,,,,,,,,,,,,,,1.19969462381315%,0.51417581984224%,-0.314250270743579%,-0.701970534688746%,1.74159536460761%
,,,,,,,,,,,,,,,,,,,,-2.33592424347008%,-0.310945168088107%,4.8810390309836%,2.60880475773472%,0.01467241614761%
,,,,,,,,,,,,,,,,,,,,-2.00311798380172%,0.696855197191603%,2.32689423317638%,1.23215091196983%,1.36358913061775%
,,,,,,,,,,,,,,,,,,,,1.03069372086977%,0.628398512247714%,-1.01161826155626%,3.30456490022782%,-1.00311100606238%
,,,,,,,,,,,,,,,,,,,,0.0804612171765159%,1.92803860539693%,4.32228134010706%,1.27256372085405%,-0.975308626754242%
,,,,,,,,,,,,,,,,,,,,0.254613194511921%,0.532456610312341%,-0.168048486749701%,1.59914916243561%,0.102945824479915%
,,,,,,,,,,,,,,,,,,,,0.582886203588817%,-1.9645690924668%,-1.44650633237846%,-2.82291393528599%,1.16590666447102%
,,,,,,,,,,,,,,,,,,,,-3.33690024724258%,-3.91761514652038%,-3.09036656207032%,3.14672678471874%,0.0643856001762702%
,,,,,,,,,,,,,,,,,,,,-3.17357846188214%,0.829366600749864%,1.48410920948271%,2.21183501583742%,1.14790947939205%
,,,,,,,,,,,,,,,,,,,,1.80298446734789%,-0.718994081505392%,0.107399904028379%,-1.81095739457142%,-0.523878667197758%
,,,,,,,,,,,,,,,,,,,,-1.08281620619407%,-0.743441908217776%,-1.70168384383625%,1.25940721462065%,0.58151921931018%
,,,,,,,,,,,,,,,,,,,,1.95255358789344%,2.83633400120861%,1.25910516253994%,-1.38550002231404%,0.235433828381604%
,,,,,,,,,,,,,,,,,,,,0.937023903376768%,-1.09948408264628%,1.79918482115567%,0.586521224034208%,0.42598042955126%
,,,,,,,,,,,,,,,,,,,,-0.734771980954492%,2.94143029994488%,-0.00712941212197008%,1.99725187954245%,-0.639077315446122%
,,,,,,,,,,,,,,,,,,,,-0.251037066841944%,1.88997525750128%,1.11703737479303%,-1.01393778255088%,-2.10104019252962%
,,,,,,,,,,,,,,,,,,,,-1.78464181505152%,0.430201348262793%,-0.397325625075765%,-0.470884833742977%,0.451827028883484%
,,,,,,,,,,,,,,,,,,,,2.00489437922581%,3.78438248627366%,-0.454477832795921%,3.40266313221061%,1.30640661218321%
,,,,,,,,,,,,,,,,,,,,2.55399420021677%,-3.29731586055553%,0.573879837332019%,0.842292319001701%,-0.262698997031889%
,,,,,,,,,,,,,,,,,,,,2.74561242900569%,-0.918798024974963%,0.613139522339968%,1.17539936883587%,1.93383418413578%
,,,,,,,,,,,,,,,,,,,,0.0992030299216296%,1.14026147685503%,-0.426277845864924%,1.63781472281711%,0.609757763075077%
,,,,,,,,,,,,,,,,,,,,0.0418505940473378%,-0.0823807209349252%,-0.0405789696282013%,0.0362856638284249%,1.56034479078594%
,,,,,,,,,,,,,,,,,,,,-1.75352406527256%,2.60219262756486%,0.7235579530139%,-2.1644628349536%,-0.0481988067098293%
,,,,,,,,,,,,,,,,,,,,-0.720397866651662%,0.493629446675929%,-1.58984869697552%,1.15332468409411%,0.594152591624233%
,,,,,,,,,,,,,,,,,,,,-0.129647807239996%,-1.50263830486984%,-5.2974570442132%,2.72448758023988%,-1.38388862322673%
,,,,,,,,,,,,,,,,,,,,0.909356944091462%,1.12384761614626%,-4.49945561655588%,2.10989615877307%,2.95398025666992%
,,,,,,,,,,,,,,,,,,,,-0.0817984982076453%,3.29626751270987%,-2.08912706831558%,1.05462444582549%,0.430776368053055%
,,,,,,,,,,,,,,,,,,,,2.2401039848846%,-1.5088866677872%,-1.45223193788059%,0.720206638314633%,0.856517195331413%
,,,,,,,,,,,,,,,,,,,,0.255860827889953%,-0.732039305086131%,-3.5739437796465%,1.50551471002364%,-1.14039783882481%
,,,,,,,,,,,,,,,,,,,,-0.575024010187229%,0.84621369075055%,-1.98126566828953%,2.66037342323028%,0.368438768942545%
,,,,,,,,,,,,,,,,,,,,-3.41248790120511%,1.01721260675691%,0.525490405900675%,-0.917346347708923%,1.82153563045072%
,,,,,,,,,,,,,,,,,,,,0.843272199290785%,-1.51101615447671%,-3.08558711201284%,-1.78450409519369%,2.21687029725455%
,,,,,,,,,,,,,,,,,,,,0.659351935031188%,3.39567410747932%,-2.46220500376577%,-1.87187986835943%,0.802261766105335%
,,,,,,,,,,,,,,,,,,,,-3.39687772735312%,-1.20463793036672%,-4.75601857574824%,-1.85133948372532%,0.88660697493529%
,,,,,,,,,,,,,,,,,,,,-3.26173548765517%,2.4956775197184%,0.123598871761587%,-2.48212402030266%,-0.260916964956686%
,,,,,,,,,,,,,,,,,,,,0.070236105311848%,3.92757729117244%,-0.678303121612388%,0.677816320311957%,0.388727949811499%
,,,,,,,,,,,,,,,,,,,,-2.4977249373949%,0.511511112469983%,-1.5539274641641%,3.55750078567438%,0.0774852230859179%
,,,,,,,,,,,,,,,,,,,,-0.857989610457908%,0.143747824084584%,-1.10245326843675%,-0.870667364285176%,-0.816549129734524%
,,,,,,,,,,,,,,,,,,,,1.55869720153377%,1.55879532989457%,-0.352771267862509%,-3.61065590113789%,0.831076303857438%
,,,,,,,,,,,,,,,,,,,,3.29983367033312%,0.125580987922291%,0.262838165791134%,-2.80971543550726%,0.0608792509620923%
,,,,,,,,,,,,,,,,,,,,1.65516057613029%,0.627212536161802%,-1.91562293394593%,0.451581597790548%,-0.489798945458564%
,,,,,,,,,,,,,,,,,,,,-2.48297968243913%,-0.708354873131572%,0.369295754462386%,-0.182987307616571%,-0.0529107162940306%
,,,,,,,,,,,,,,,,,,,,0.254131061253102%,2.54447467694161%,-2.53142122724292%,1.28575390770281%,0.434729629969387%
,,,,,,,,,,,,,,,,,,,,1.24224652280359%,-1.32722219642805%,0.63389271680986%,-1.96564338724253%,-0.52222641925007%
,,,,,,,,,,,,,,,,,,,,0.315567057921744%,1.56207269531741%,2.09394342330696%,-2.09183152647275%,0.412601509493122%
,,,,,,,,,,,,,,,,,,,,0.941420520740799%,-0.889904210008%,1.25904262735301%,1.10324876970086%,0.481406437798892%
,,,,,,,,,,,,,,,,,,,,1.597875063978%,1.01958919441014%,-2.30108867458072%,0.574153174039271%,-2.32598034855524%
,,,,,,,,,,,,,,,,,,,,0.534652653367728%,-0.413633520312566%,-2.02948035366152%,-0.823031708249246%,-0.613741192014994%
,,,,,,,,,,,,,,,,,,,,-0.169103856209877%,-3.45078747577884%,-3.80449232171503%,0.05123689283087%,0.868562329323779%
,,,,,,,,,,,,,,,,,,,,-0.722371440717389%,0.536880894798259%,-1.37908895279887%,-1.20109897386365%,0.16295134647462%
,,,,,,,,,,,,,,,,,,,,3.11136509617428%,4.21418563417265%,-2.24574030725222%,-4.03306989272074%,-0.55453418019283%
,,,,,,,,,,,,,,,,,,,,-0.808739507542161%,1.76925322754834%,1.69266094708932%,2.52333727550246%,0.938631100287497%
,,,,,,,,,,,,,,,,,,,,0.415672054460166%,-1.70257435474369%,-2.12638226624882%,1.88425351408385%,0.448561458773802%
,,,,,,,,,,,,,,,,,,,,-0.9148052314749%,1.43492533569221%,-0.553279391730299%,-1.00127664562492%,1.48236703882519%
,,,,,,,,,,,,,,,,,,,,1.46548398484234%,0.0995604122505953%,1.29336250902761%,-2.46872894545754%,-0.833619097669819%
,,,,,,,,,,,,,,,,,,,,-0.0779186308474961%,1.07444253876482%,-1.60665176525049%,-1.44631341478332%,0.242817204190484%
,,,,,,,,,,,,,,,,,,,,-3.4266784797629%,-0.605248353801049%,-1.7506770062204%,0.947382724605539%,0.723916587647901%
,,,,,,,,,,,,,,,,,,,,0.336736340677071%,2.22800255770956%,-2.16009493621154%,1.97326028857263%,2.20138518231541%
,,,,,,,,,,,,,,,,,,,,-1.07096814686587%,0.0390322333815218%,-0.645750451005831%,-1.68557236791218%,-1.28495234686428%
,,,,,,,,,,,,,,,,,,,,-1.68006327425472%,-1.89171736887581%,-1.23165901937015%,4.34676972977026%,0.755579251828413%
,,,,,,,,,,,,,,,,,,,,2.35270373751461%,-1.1377557273913%,-1.85982927690302%,0.30484687512005%,0.955942860892958%
,,,,,,,,,,,,,,,,,,,,3.21554390047088%,1.32500523089343%,2.66242182412399%,-2.14337916815992%,-0.171548988936609%
,,,,,,,,,,,,,,,,,,,,2.13619396800891%,1.30768267472843%,-0.45427751493305%,-1.46126514246447%,-1.44105728533042%
,,,,,,,,,,,,,,,,,,,,-0.771556900639919%,0.0795483307521125%,0.761893887777719%,0.188687861907325%,-1.13984564436063%
,,,,,,,,,,,,,,,,,,,,0.502757745049303%,2.06378735662741%,-2.77384901710582%,-5.48360955203813%,0.0181249733990301%
,,,,,,,,,,,,,,,,,,,,0.61697820758531%,0.310448329667551%,0.675304423767486%,1.29820303974465%,1.01322705171489%
,,,,,,,,,,,,,,,,,,,,-2.45498192353981%,3.62233229781715%,-4.57119258661175%,-1.05705122430916%,0.235621891484105%
,,,,,,,,,,,,,,,,,,,,0.568558666986302%,0.896374043882002%,-0.16234415244524%,-0.00735453415854088%,-0.239092146457026%
,,,,,,,,,,,,,,,,,,,,-0.596510326503933%,-2.12681844929103%,0.895954946355359%,-0.0684357301592001%,0.228448116551885%
,,,,,,,,,,,,,,,,,,,,2.65149034031217%,1.06616928209488%,-0.0107581191922234%,-1.27727251565473%,1.09622049497373%
,,,,,,,,,,,,,,,,,,,,0.713690569138571%,-2.66075265078272%,-2.4410713986673%,1.50184953007297%,-1.17202998414182%
,,,,,,,,,,,,,,,,,,,,3.55247378315089%,-0.670452383929187%,-3.39029747845308%,3.52376669774975%,-0.0766270481060926%
,,,,,,,,,,,,,,,,,,,,0.745708571114075%,0.15467971160525%,0.991042966899828%,-0.306250731666043%,0.391885890874111%
,,,,,,,,,,,,,,,,,,,,0.541130537305982%,2.28404512081054%,2.54210607716232%,-2.72350264278318%,2.03310893441978%
,,,,,,,,,,,,,,,,,,,,-1.21999327256259%,0.137075821609631%,-0.823376255351379%,0.0499294042691092%,0.787818927850279%
,,,,,,,,,,,,,,,,,,,,0.247035767663574%,0.740131161685959%,3.36770525355292%,2.33059183461101%,-0.280057485421199%
,,,,,,,,,,,,,,,,,,,,-1.16191397480064%,-0.0877693299949433%,-2.99050588626507%,-0.292035681122663%,-2.56022890157532%
,,,,,,,,,,,,,,,,,,,,-3.07235818656088%,1.15473924355574%,-0.928367893270689%,0.254078215710939%,-0.456245275297513%
,,,,,,,,,,,,,,,,,,,,-0.332390993589946%,0.504951262710535%,-1.25531116671369%,0.0798575867592347%,1.00518272076806%
,,,,,,,,,,,,,,,,,,,,0.326532940609212%,-0.222620473853596%,-3.09421592720069%,0.17180824257692%,0.797577198259347%
,,,,,,,,,,,,,,,,,,,,2.01399647045943%,-2.63844771934374%,-1.67910691839007%,2.61489435889601%,0.586855176634636%
,,,,,,,,,,,,,,,,,,,,2.64011280957843%,-0.588304910147712%,-1.1862137200939%,-2.68681962137536%,-1.10406961806598%
,,,,,,,,,,,,,,,,,,,,1.54605800886178%,0.776773632796716%,2.02858180878163%,1.9539444023361%,0.849912598292364%
,,,,,,,,,,,,,,,,,,,,1.8539161606354%,0.0219940636774947%,5.97093159999743%,0.971752929950926%,2.02905501759494%
,,,,,,,,,,,,,,,,,,,,0.270260772299635%,-1.21311378430679%,-1.67665375656152%,-0.0903481320303158%,1.58017338419617%
,,,,,,,,,,,,,,,,,,,,2.16495627402293%,-0.579880841655323%,3.08292559675151%,-3.17572381922804%,-0.0267009708043162%
,,,,,,,,,,,,,,,,,,,,-1.69493332825876%,-1.12623907191088%,-0.471440517230574%,1.98171946003308%,0.70858685293499%
,,,,,,,,,,,,,,,,,,,,-0.0289274074782602%,-2.39454197786635%,-4.28195508638974%,0.0550966131475889%,1.21317514837443%
,,,,,,,,,,,,,,,,,,,,-3.56331335817963%,1.25375533183554%,-0.913207871982879%,1.13829517266228%,0.0262131240650459%
,,,,,,,,,,,,,,,,,,,,-0.00916122939120289%,-0.577515681128597%,1.9080238644416%,-3.92392073241831%,1.86458782082463%
,,,,,,,,,,,,,,,,,,,,3.30730450170277%,0.112304850032101%,-1.59094479298601%,-1.3279588432778%,-1.01978236945001%
,,,,,,,,,,,,,,,,,,,,1.4740815014765%,-0.924071030047541%,-3.107223075291%,-2.36289057414664%,-0.622016849821131%
,,,,,,,,,,,,,,,,,,,,-0.0376544159281654%,3.53235822265181%,0.662371445018705%,0.932217677962391%,-0.942185272826262%
,,,,,,,,,,,,,,,,,,,,1.44056879836216%,-1.2053575375492%,0.892247368107883%,0.439529516160305%,-1.9224769643866%
,,,,,,,,,,,,,,,,,,,,-1.40991656841226%,1.4397509148944%,1.88486243959885%,-1.47795777047078%,0.43988319717088%
,,,,,,,,,,,,,,,,,,,,0.878313598647143%,0.213866374778288%,-4.54201143158746%,-0.0376599745464352%,-0.148935909389929%
,,,,,,,,,,,,,,,,,,,,-1.77955628516009%,-0.598044264671586%,2.78902400940834%,-0.164084438302945%,-0.97334115415426%
,,,,,,,,,,,,,,,,,,,,1.48477943852768%,-1.25786706616224%,-0.67094140124215%,-0.476613289456512%,-1.19541208060748%
,,,,,,,,,,,,,,,,,,,,2.31313643609585%,1.33687414490266%,-0.945986008839176%,2.34417336032282%,0.288785420954887%
,,,,,,,,,,,,,,,,,,,,-0.951166472442485%,0.546466836367294%,4.33059917848985%,-0.614534863421603%,-0.854819958705512%
,,,,,,,,,,,,,,,,,,,,1.4250564359973%,0.620326064461934%,-1.40547286047241%,-1.11868307158453%,-1.18087459913167%
,,,,,,,,,,,,,,,,,,,,-0.0691140439342506%,0.247938216621028%,-0.663555352665455%,0.77849926980941%,0.219096351406264%
,,,,,,,,,,,,,,,,,,,,-1.95164975783665%,0.903013530335227%,-2.77637494191864%,-2.34042548087285%,2.32841506187646%
,,,,,,,,,,,,,,,,,,,,-0.945165048723648%,1.17050709884766%,-1.49918283258322%,-0.675520332704913%,0.00943756130509048%
,,,,,,,,,,,,,,,,,,,,-0.350398552583513%,1.14095273822726%,2.0791709990042%,0.588653537619501%,-0.444774861889999%
,,,,,,,,,,,,,,,,,,,,0.024348844897281%,2.48983656115775%,-3.35492589123176%,0.834423227788655%,-0.425206962556789%
,,,,,,,,,,,,,,,,,,,,3.4666567603398%,2.65561331579195%,1.55357202198805%,2.12285036514175%,-1.05089430091755%
,,,,,,,,,,,,,,,,,,,,1.74763010051475%,-2.56285822217475%,-0.238133469954419%,-4.14207857916487%,1.15604426166422%
,,,,,,,,,,,,,,,,,,,,-2.77353362338737%,0.819446370664795%,1.23167136060389%,-3.27607507382288%,3.23998971403625%
,,,,,,,,,,,,,,,,,,,,2.57875141537866%,-1.03726299284959%,4.83909592405468%,-0.484583493605576%,0.93369278089307%
,,,,,,,,,,,,,,,,,,,,1.09410395448636%,3.27802840557741%,0.411064026934971%,0.417683191548003%,0.365622303588478%
,,,,,,,,,,,,,,,,,,,,1.36334972639716%,0.354168992972111%,-2.40932600250285%,-1.58164743852351%,-0.145369726086312%
,,,,,,,,,,,,,,,,,,,,-2.36716082960788%,-3.6687574187746%,-2.4331248144041%,0.200448591400311%,0.450296177370395%
,,,,,,,,,,,,,,,,,,,,2.11540145187737%,-2.61700793044809%,1.61207623172114%,4.50133042325674%,-0.838447955714073%
,,,,,,,,,,,,,,,,,,,,0.534321809638313%,-0.720379336545331%,3.28263461695608%,-0.0909072395466431%,0.577072869153571%
,,,,,,,,,,,,,,,,,,,,2.8207305285268%,4.36677688067436%,1.79864403932183%,2.88719725286766%,1.60204225991751%
,,,,,,,,,,,,,,,,,,,,-0.954538566639052%,1.95976481599991%,-5.87262469047407%,-0.288482744918496%,-0.191841342385743%
,,,,,,,,,,,,,,,,,,,,1.90230528236624%,-0.572748282940988%,4.65478685006567%,-1.71259197587731%,-0.557986180895811%
,,,,,,,,,,,,,,,,,,,,-1.10349535585921%,0.199686350732999%,-4.16134163224499%,-0.979593865673625%,0.51401873979012%
,,,,,,,,,,,,,,,,,,,,2.4747093736872%,0.917792410546507%,1.22510019170272%,1.70772575544672%,1.51103246453778%
,,,,,,,,,,,,,,,,,,,,2.77589737818332%,0.196802777560415%,-0.122793011870839%,-1.3007507012916%,-1.23964852425295%
,,,,,,,,,,,,,,,,,,,,3.76973957620461%,0.0994427220192062%,-3.7196608343994%,1.12052224063962%,0.342789533090569%
,,,,,,,,,,,,,,,,,,,,-1.59583404790292%,0.225135004942129%,-0.608160071516213%,-2.71633424853698%,0.707846388213122%
,,,,,,,,,,,,,,,,,,,,0.400166206410339%,3.31370125569829%,4.10566745445852%,-2.85242118364187%,1.27047052068218%
,,,,,,,,,,,,,,,,,,,,2.19795738857282%,-1.77584326037884%,0.34868079887964%,-2.92125459742094%,-0.54146798985448%
,,,,,,,,,,,,,,,,,,,,-2.42409436274188%,0.847870716164614%,-1.75226577202046%,0.709637222472008%,-1.69480063678217%
,,,,,,,,,,,,,,,,,,,,1.70663385537339%,1.50739330303548%,-2.86344910525318%,-0.720602964661585%,1.52225058698659%
,,,,,,,,,,,,,,,,,,,,-0.460321805986741%,-2.10611850508814%,1.99286555850766%,-4.07075607745103%,2.13888225978438%
,,,,,,,,,,,,,,,,,,,,-1.63329627243509%,0.626690619899238%,-2.12989824470455%,-0.0940001433294335%,1.31707238957938%
,,,,,,,,,,,,,,,,,,,,-1.44313613954432%,0.809931139698192%,0.230605398880665%,-1.23400928915855%,2.42747134648315%
,,,,,,,,,,,,,,,,,,,,-2.42719097114674%,0.86738618156378%,-3.24016725319196%,-0.456049472804045%,1.67739431968179%
,,,,,,,,,,,,,,,,,,,,-3.18255683762235%,-1.29822167173029%,5.10274498429765%,0.932955300020254%,0.76430291268721%
,,,,,,,,,,,,,,,,,,,,3.09453713925461%,0.132664257494523%,-5.82459753904725%,-0.276851217448685%,-0.792700819597438%
,,,,,,,,,,,,,,,,,,,,2.16243470159564%,0.597594161170118%,-0.618852951157872%,-3.1232130802901%,-0.00251675479921488%
,,,,,,,,,,,,,,,,,,,,0.192077767878523%,-1.31322650889833%,1.00150516083482%,-0.586906413707279%,-1.19450450627128%
,,,,,,,,,,,,,,,,,,,,1.33328814059799%,-0.397968025887969%,0.0183881938912997%,5.39316791040553%,0.170891939053444%
,,,,,,,,,,,,,,,,,,,,-1.08378988687204%,0.481467226080796%,2.25238079145593%,0.336004683585412%,0.0453828070525152%
,,,,,,,,,,,,,,,,,,,,0.38633297831447%,0.681427952407986%,0.166632962089932%,-2.30622733060626%,1.35736852307838%
,,,,,,,,,,,,,,,,,,,,-0.332287307053325%,1.2611902534606%,-2.40412031425344%,-0.897466884354044%,-0.619537020089086%
,,,,,,,,,,,,,,,,,,,,2.99566760287835%,1.74231828900661%,0.0537880794297303%,-2.38511863716647%,1.92768521195732%
,,,,,,,,,,,,,,,,,,,,3.45731812005427%,-1.16177762593987%,-0.628023220990931%,-1.54998349876311%,-1.09644074306071%
,,,,,,,,,,,,,,,,,,,,0.580330363444839%,-2.54269796035958%,1.04423373342718%,1.69991173728094%,0.718699361169687%
,,,,,,,,,,,,,,,,,,,,-1.23672825143904%,-1.91740718347391%,3.72432377567293%,0.103941220089996%,-0.976813430717911%
,,,,,,,,,,,,,,,,,,,,-0.424327552648213%,-1.61709752693836%,4.50807813576095%,-0.0715592592757922%,-0.858560710587149%
,,,,,,,,,,,,,,,,,,,,0.999867490285868%,0.742929960656685%,-1.48036213773465%,0.118828716511563%,2.73921573586963%
,,,,,,,,,,,,,,,,,,,,2.26269755094642%,1.5501077725839%,-0.571089661009526%,1.8712700543808%,0.961098853368709%
,,,,,,,,,,,,,,,,,,,,-1.57611918075163%,1.24596375172398%,0.28758017769481%,-0.25954137769915%,-0.562912285649328%
,,,,,,,,,,,,,,,,,,,,-0.7222941296918%,-1.62778926778848%,2.17425205419655%,2.14478679000342%,-0.663028995193105%
,,,,,,,,,,,,,,,,,,,,0.0998588071980898%,3.83457488923436%,0.191660513985287%,0.536692543160522%,-0.710639916573075%
,,,,,,,,,,,,,,,,,,,,-0.85617858756136%,1.35904143259459%,0.538584013230876%,3.31555775543219%,-0.657954813770921%
,,,,,,,,,,,,,,,,,,,,0.0344750406374631%,1.54987650468317%,-4.83690918876553%,1.37926570749932%,0.83239834666451%
,,,,,,,,,,,,,,,,,,,,-1.3940773695731%,1.18009961459485%,-2.47087648592961%,-2.80227354999995%,-0.277772346051879%
,,,,,,,,,,,,,,,,,,,,0.621004919430765%,-0.732162834699326%,1.00759079176505%,-1.10378910001926%,2.69256108860211%
,,,,,,,,,,,,,,,,,,,,0.323232736568258%,1.07097387815895%,-0.495239734037902%,-1.15077046527245%,-0.804322153354017%
,,,,,,,,,,,,,,,,,,,,2.23266808719341%,2.83958843017144%,2.79919795011036%,1.01316936298287%,-0.459126509575116%
,,,,,,,,,,,,,,,,,,,,1.29960737840459%,2.38077516910022%,-4.02298315305976%,-1.36142050492893%,-0.133766707983361%
